id,vendor_id,pickup_time,dropoff_time,passenger_count,pickup_long,pickup_lat,dropoff_long,dropoff_lat,store_and_fwd_flag,trip_duration
id0125867,1,1/1/16 0:20,1/1/16 0:38,1,-73.99498749,40.75517654,-73.9967804,40.72082901,N,1079
id2117730,2,1/1/16 0:20,1/1/16 0:28,1,-73.98627472,40.74737167,-73.98040771,40.73363876,N,472
id3985015,1,1/1/16 0:20,1/1/16 0:36,2,-74.00737,40.7431221,-74.00064087,40.7205162,N,922
id3860690,2,1/1/16 0:21,1/1/16 0:35,2,-73.9729538,40.7644577,-73.92800903,40.76317596,N,871
id1735510,2,1/1/16 0:21,1/1/16 0:33,1,-74.00634003,40.71673203,-73.99694824,40.74299622,N,762
id3762816,1,1/1/16 0:21,1/1/16 0:27,1,-73.97582245,40.77628326,-73.97968292,40.78640366,N,390
id3569182,2,1/1/16 0:21,1/1/16 0:41,1,-73.98818207,40.73455811,-73.94696045,40.7142601,N,1206
id3377465,1,1/1/16 0:21,1/1/16 0:25,4,-73.98854828,40.77497482,-73.97828674,40.78316879,N,220
id0507270,2,1/1/16 0:21,1/1/16 0:26,6,-73.94844818,40.78229523,-73.94961548,40.77093124,N,245
id3621477,2,1/1/16 0:21,1/1/16 0:54,1,-73.94329071,40.83647537,-73.9250412,40.744133,N,1929
id0037223,2,1/1/16 0:22,1/1/16 0:49,1,-73.77674866,40.64596939,-73.96048737,40.76797867,N,1657
id1080935,1,1/1/16 0:22,1/1/16 0:25,1,-73.95311737,40.78086472,-73.95018005,40.77890015,N,201
id0640354,1,1/1/16 0:22,1/1/16 0:27,4,-73.97255707,40.78085709,-73.9629364,40.79394913,N,290
id1605007,2,1/1/16 0:22,1/1/16 0:45,2,-73.98046875,40.75363541,-73.96553802,40.80570602,N,1376
id3284641,1,1/1/16 0:22,1/1/16 0:38,1,-73.99544525,40.7216301,-73.96537781,40.75504684,N,911
id0863823,2,1/1/16 0:22,1/1/16 0:35,1,-73.99465179,40.75597382,-73.98750305,40.7328186,N,740
id3787475,1,1/1/16 0:22,1/1/16 0:34,1,-73.96648407,40.75627899,-73.98016357,40.78978729,N,707
id1784392,2,1/1/16 0:22,1/1/16 0:34,1,-73.99005127,40.77133179,-73.98992157,40.76210022,N,717
id0908265,2,1/1/16 0:23,1/1/16 0:52,1,-73.99712372,40.72230911,-73.9804306,40.77722168,N,1757
id3298816,2,1/1/16 0:23,1/1/16 0:41,1,-73.99825287,40.74039841,-74.00732422,40.70518494,N,1080
id1035939,2,1/1/16 0:23,1/1/16 0:41,6,-73.95669556,40.76714706,-73.98057556,40.74924088,N,1118
id2860315,2,1/1/16 0:23,1/1/16 0:37,1,-73.99914551,40.73429871,-73.99285126,40.75292587,N,825
id1898289,2,1/1/16 0:23,1/1/16 0:43,3,-73.9422226,40.70196152,-73.99777985,40.74039078,N,1179
id3012953,2,1/1/16 0:23,1/1/16 0:44,1,-73.96707916,40.77286148,-73.91710663,40.87973785,N,1244
id2878311,1,1/1/16 0:24,1/1/16 0:41,1,-73.99412537,40.7510643,-73.96364594,40.75728989,N,1063
id0029066,1,1/1/16 0:24,1/1/16 0:31,4,-73.9781189,40.78349304,-73.95791626,40.77463531,N,406
id1908323,2,1/1/16 0:24,1/1/16 0:30,4,-73.96981812,40.75708771,-73.95052338,40.77222824,N,380
id1637174,2,1/1/16 0:24,1/1/16 0:49,1,-73.98831177,40.73459625,-73.94358063,40.69379425,N,1497
id1572472,2,1/1/16 0:24,1/1/16 0:33,2,-73.98278809,40.7772789,-73.97605896,40.76026154,N,512
id0058213,2,1/1/16 0:24,1/1/16 0:46,1,-73.9868927,40.73661041,-73.96777344,40.76874924,N,1304
id3911085,1,1/1/16 0:24,1/1/16 0:47,2,-73.9728775,40.76435471,-73.98314667,40.73153687,N,1381
id1819493,1,1/1/16 0:24,1/1/16 0:34,1,-73.9927597,40.73728943,-74.00375366,40.71552658,N,584
id2038821,2,1/1/16 0:24,1/1/16 0:33,1,-73.97708893,40.78458023,-73.95365143,40.80696869,N,512
id2726802,2,1/1/16 0:25,1/1/16 0:26,1,-73.92266846,40.74385071,-73.92589569,40.74419022,N,44
id3907911,1,1/1/16 0:25,1/1/16 0:37,1,-74.00898743,40.70676422,-73.99240875,40.68188858,N,710
id2744448,2,1/1/16 0:25,1/1/16 0:40,1,-73.99279785,40.75844955,-74.01425934,40.71406174,N,913
id3709669,1,1/1/16 0:25,1/1/16 0:35,1,-73.98176575,40.75246811,-73.98686981,40.74431229,N,576
id0892075,1,1/1/16 0:26,1/1/16 0:35,3,-73.99851227,40.74281311,-73.9807663,40.72985077,N,544
id0645975,1,1/1/16 0:26,1/1/16 0:31,1,-73.98110962,40.74159241,-73.98613739,40.73283768,N,299
id3733268,1,1/1/16 0:26,1/1/16 0:33,1,-73.98371887,40.78091049,-73.9697113,40.79872131,N,441
id0822503,2,1/1/16 0:26,1/1/16 0:46,1,-74.00436401,40.73075104,-73.98204041,40.78313065,N,1188
id2065990,2,1/1/16 0:26,1/1/16 0:29,5,-73.99886322,40.74465942,-73.99836731,40.75009155,N,175
id1740018,2,1/1/16 0:26,1/1/16 0:41,3,-73.98555756,40.73081589,-73.93628693,40.75449371,N,906
id3535772,1,1/1/16 0:26,1/1/16 0:31,1,-73.96285248,40.76947021,-73.95385742,40.77534866,N,254
id2669182,1,1/1/16 0:26,1/1/16 0:57,2,-74.00514221,40.74076843,-73.95874786,40.80981827,N,1812
id3389723,2,1/1/16 0:27,1/1/16 0:39,1,-73.99563599,40.72706604,-73.97776031,40.7510643,N,734
id1498423,2,1/1/16 0:27,1/1/16 0:55,5,-73.9384079,40.7215004,-73.95054626,40.78326035,N,1678
id0848428,2,1/1/16 0:27,1/1/16 0:39,1,-73.94946289,40.77286911,-73.97698975,40.7506218,N,698
id1320895,2,1/1/16 0:28,1/2/16 0:25,3,-73.98150635,40.78046417,-73.98744965,40.75134277,N,86258
id0323307,2,1/1/16 0:28,1/1/16 0:41,1,-73.9838028,40.78083038,-73.96359253,40.76588821,N,793
id3554862,2,1/1/16 0:28,1/1/16 0:39,1,-73.98213959,40.76914978,-73.96941376,40.79875183,N,646
id0719864,2,1/1/16 0:28,1/1/16 0:33,3,-73.92765045,40.86661911,-73.91589355,40.87194061,N,300
id3851336,2,1/1/16 0:28,1/1/16 1:01,1,-73.958992,40.7746315,-73.87604523,40.75624084,N,1952
id1753158,1,1/1/16 0:29,1/1/16 0:31,1,-73.97465515,40.75575256,-73.97701263,40.75048828,N,115
id3565033,2,1/1/16 0:29,1/1/16 0:47,3,-74.00749969,40.74095535,-73.97821045,40.74562836,N,1100
id2555500,1,1/1/16 0:29,1/1/16 0:47,1,-73.9638443,40.76137924,-73.9673233,40.71325302,N,1069
id3360308,1,1/1/16 0:30,1/1/16 0:53,2,-74.00050354,40.73244476,-73.96961975,40.76348114,N,1396
id1805805,2,1/1/16 0:30,1/1/16 0:37,2,-73.97382355,40.74322891,-73.95567322,40.77193832,N,432
id1461148,2,1/1/16 0:30,1/1/16 0:38,1,-73.96051788,40.76144409,-73.97776031,40.72937012,N,493
id0698653,1,1/1/16 0:30,1/1/16 0:38,1,-73.9547348,40.76371765,-73.97563171,40.74883652,N,511
id0442648,2,1/1/16 0:30,1/1/16 0:58,1,-73.94616699,40.7509079,-73.94616699,40.7509079,N,1674
id0423757,2,1/1/16 0:30,1/1/16 0:39,1,-73.9594574,40.76745605,-73.98202515,40.74032974,N,527
id3393823,2,1/1/16 0:30,1/1/16 0:51,1,-73.99086761,40.74516678,-73.97763824,40.7840271,N,1241
id3915791,1,1/1/16 0:30,1/1/16 0:52,1,-73.98582458,40.72775269,-73.95485687,40.72870636,N,1353
id0972681,1,1/1/16 0:30,1/1/16 0:46,3,-73.96549225,40.7716217,-73.91416168,40.7779541,N,976
id2934500,2,1/1/16 0:30,1/1/16 0:31,2,-73.98881531,40.75007248,-73.98906708,40.75008011,N,46
id0241771,1,1/1/16 0:30,1/1/16 0:50,2,-74.00808716,40.71474075,-73.95606995,40.72040176,N,1200
id0429493,1,1/1/16 0:31,1/1/16 0:46,1,-73.98706818,40.74743652,-73.98455811,40.72652817,N,915
id0959859,1,1/1/16 0:31,1/1/16 0:40,1,-73.98217773,40.72790909,-74.00335693,40.7335434,N,589
id0059071,2,1/1/16 0:31,1/1/16 0:37,1,-73.99863434,40.74029922,-73.99116516,40.73139191,N,390
id2255088,2,1/1/16 0:31,1/1/16 1:12,2,-73.9997406,40.71461105,-73.95618439,40.68709564,N,2427
id2230774,1,1/1/16 0:31,1/1/16 0:38,1,-73.95358276,40.77537537,-73.9589386,40.76156235,N,409
id0103089,2,1/1/16 0:31,1/1/16 1:04,1,-74.00444794,40.74222183,-73.9491806,40.79085159,N,1982
id1436275,1,1/1/16 0:31,1/1/16 0:42,1,-73.98111725,40.75921631,-73.94647217,40.78050232,N,635
id3851291,2,1/1/16 0:31,1/1/16 0:39,1,-73.9487915,40.82850647,-73.93462372,40.84560013,N,450
id0859658,2,1/1/16 0:32,1/1/16 0:40,1,-73.95697021,40.78078079,-73.97810364,40.78303909,N,476
id0730393,1,1/1/16 0:32,1/1/16 0:46,2,-73.99661255,40.73199463,-73.98084259,40.74772263,N,823
id3419092,2,1/1/16 0:32,1/1/16 0:43,1,-73.9899826,40.73996353,-73.98770905,40.71994781,N,668
id1550477,2,1/1/16 0:32,1/1/16 0:40,6,-73.98809814,40.74095917,-73.98734283,40.72906113,N,457
id3736543,1,1/1/16 0:33,1/1/16 0:34,1,-73.96761322,40.75222778,-73.96258545,40.75867462,N,87
id3571548,2,1/1/16 0:33,1/1/16 0:36,4,-74.0018692,40.73950577,-74.00396729,40.74798584,N,186
id0280365,1,1/1/16 0:33,1/1/16 0:43,4,-74.0027771,40.76027679,-73.98986053,40.76372528,N,639
id0892045,2,1/1/16 0:33,1/1/16 1:07,1,-73.77671051,40.64556122,-73.90402222,40.85158157,N,2036
id1349085,2,1/1/16 0:33,1/1/16 0:50,1,-74.00798035,40.74020767,-73.98892212,40.76508331,N,992
id1781232,2,1/1/16 0:33,1/1/16 0:43,1,-73.9821167,40.7787056,-73.99178314,40.76801682,N,554
id1384742,1,1/1/16 0:34,1/1/16 0:44,1,-73.98220062,40.76821136,-73.97021484,40.75379944,N,636
id2951667,1,1/1/16 0:34,1/1/16 1:01,2,-73.93982697,40.70770645,-73.95251465,40.77672577,N,1662
id1952448,1,1/1/16 0:34,1/1/16 0:50,1,-73.95687866,40.77788162,-73.98365021,40.73400879,N,984
id1039497,2,1/1/16 0:34,1/1/16 0:51,1,-73.96721649,40.75690079,-73.99180603,40.76786041,N,1029
id1780891,1,1/1/16 0:34,1/1/16 0:50,1,-73.95769501,40.71446991,-73.96573639,40.68756485,N,937
id1743493,1,1/1/16 0:35,1/1/16 0:40,4,-73.97312164,40.79521942,-73.97077942,40.78860474,N,336
id1848344,2,1/1/16 0:35,1/1/16 0:47,1,-73.98796844,40.7231636,-73.9486618,40.77392578,N,738
id3602069,2,1/1/16 0:35,1/1/16 0:51,1,-74.00183105,40.73029327,-73.9792099,40.69357681,N,930
id2895855,1,1/1/16 0:35,1/1/16 0:55,1,-73.95983887,40.7625618,-74.00527954,40.74015045,N,1208
id1588995,2,1/1/16 0:35,1/1/16 0:52,1,-74.00248718,40.73963165,-73.97724152,40.7507515,N,1010
id2467811,2,1/1/16 0:35,1/1/16 0:38,1,-73.98647308,40.73624802,-73.98083496,40.73464584,N,151
id1224906,2,1/1/16 0:35,1/1/16 0:49,1,-74.00955963,40.73806381,-73.98323059,40.73041534,N,794
id3138428,1,1/1/16 0:36,1/1/16 0:41,3,-73.96227264,40.76643372,-73.94763947,40.78110886,N,330
id2872858,1,1/1/16 0:36,1/1/16 0:54,2,-74.00262451,40.74964523,-73.99641418,40.72375107,N,1099
id0829510,2,1/1/16 0:36,1/1/16 0:42,1,-73.98191833,40.74628067,-73.98627472,40.73763657,N,389
id3191051,2,1/1/16 0:36,1/1/16 0:41,2,-73.97278595,40.78578186,-73.96164703,40.77691269,N,320
id2090443,1,1/1/16 0:36,1/1/16 1:01,1,-73.9719696,40.74470901,-73.86077881,40.73468018,N,1474
id0431182,1,1/1/16 0:36,1/1/16 1:00,2,-73.99871826,40.75014877,-73.95240784,40.73399734,N,1421
id3007563,1,1/1/16 0:37,1/1/16 0:41,1,-73.96088409,40.77226257,-73.95740509,40.77939606,N,237
id2049725,2,1/1/16 0:37,1/1/16 0:49,1,-73.98416138,40.72171021,-73.97207642,40.74970627,N,742
id0163002,1,1/1/16 0:37,1/1/16 0:47,4,-73.99242401,40.74530411,-73.98095703,40.74458694,N,601
id3863175,1,1/1/16 0:37,1/1/16 0:51,2,-73.92765808,40.7520752,-73.88153839,40.76393127,N,854
id2773596,2,1/1/16 0:37,1/1/16 0:51,5,-73.93988037,40.70812988,-73.96637726,40.71213913,N,829
id0202204,2,1/1/16 0:37,1/1/16 0:42,4,-73.98751068,40.72003937,-73.99461365,40.71923065,N,256
id3853760,2,1/1/16 0:37,1/1/16 0:52,1,-73.98288727,40.73199844,-74.00520325,40.71741104,N,859
id2592569,1,1/1/16 0:38,1/1/16 0:43,2,-73.96746826,40.75635529,-73.97858429,40.74487305,N,292
id1242128,2,1/1/16 0:38,1/1/16 0:44,5,-73.94850922,40.75398636,-73.92935944,40.75852585,N,342
id0567889,1,1/1/16 0:38,1/1/16 0:58,1,-74.0100174,40.70572662,-73.98245239,40.67157364,N,1196
id3101444,1,1/1/16 0:38,1/1/16 0:45,1,-74.00450134,40.74213409,-73.99777985,40.75627136,N,420
id3744488,2,1/1/16 0:38,1/1/16 0:42,1,-73.96335602,40.77680969,-73.97742462,40.77933884,N,260
id1238050,1,1/1/16 0:38,1/1/16 0:59,1,-73.96366882,40.76830292,-73.94841766,40.70677185,N,1240
id3574713,2,1/1/16 0:39,1/1/16 0:46,1,-73.97970581,40.74717712,-73.97061157,40.75271225,N,464
id3441379,1,1/1/16 0:39,1/1/16 1:05,1,-73.98176575,40.77827835,-73.99101257,40.75126648,N,1559
id2343161,1,1/1/16 0:39,1/1/16 0:57,1,-73.95337677,40.77559662,-73.94399261,40.8381424,N,1072
id0439845,2,1/1/16 0:39,1/1/16 0:45,1,-73.96933746,40.75398636,-73.95163727,40.76969528,N,380
id3978965,2,1/1/16 0:39,1/1/16 0:56,1,-73.93591309,40.76369858,-73.81697845,40.70273209,N,1008
id0591300,2,1/1/16 0:39,1/1/16 0:47,5,-73.98339844,40.72595978,-74.00057983,40.7387886,N,504
id1564925,1,1/1/16 0:39,1/1/16 0:48,2,-73.98031616,40.74849701,-73.96551514,40.75505829,N,528
id3409821,1,1/1/16 0:39,1/1/16 0:43,1,-73.95559692,40.78512573,-73.96041107,40.77273178,N,251
id2743847,1,1/1/16 0:39,1/1/16 0:45,1,-73.93806458,40.80357742,-73.94914246,40.78157806,N,353
id0340334,1,1/1/16 0:39,1/1/16 0:59,2,-74.01347351,40.70769119,-73.95101166,40.77856064,N,1192
id0039685,1,1/1/16 0:39,1/1/16 0:51,1,-73.98868561,40.69752884,-73.98521423,40.72841263,N,675
id2589250,2,1/1/16 0:40,1/1/16 0:50,2,-73.95241547,40.80836105,-73.95287323,40.82606888,N,604
id0229262,2,1/1/16 0:40,1/1/16 0:50,1,-73.96439362,40.77614975,-73.9870224,40.7643013,N,569
id3635954,2,1/1/16 0:40,1/1/16 0:54,1,-73.98547363,40.74431229,-74.01500702,40.70959854,N,830
id3151313,2,1/1/16 0:40,1/1/16 1:03,1,-73.77664185,40.645401,-73.79284668,40.76156998,N,1369
id3404407,2,1/1/16 0:40,1/1/16 0:45,1,-73.98154449,40.78378677,-73.97186279,40.79710007,N,277
id2266129,1,1/1/16 0:40,1/1/16 0:59,1,-73.98368073,40.78390503,-73.97491455,40.75294495,N,1125
